"Name","id","Source","Phone","Website/Social Media","Category","Latitude","Longitude","Address","Status","Pickup Offered","Delivery Offered","Notes","Hours","Delivery Apps","MWBE","Black Owned Business","Instagram","Sub-Category","Outdoor Dining","Indoor Dining","Order Website","Last Updated","Created time","Delivery/Pickup Notes","Owners","Images","Email","Special Accommodation Hours"
"Hot Jalapeno",3561,"Restaurant","646-351-6895",,"Restaurants/Bars",40.797779,-73.938988,"219 East 116th Street, New York, NY 10029 ","Open","Yes","Yes","10% off cash sales
","### Tuesday - Sunday 11 a.m.-8 p.m. 

","### [GRUBHUB](https://www.grubhub.com/restaurant/hot-jalapeno-219-e-116th-st-new-york/286155),

",true,,"https://www.instagram.com/hotjalapeno116/","Restaurant/Bar","yes","yes","### [GRUBHUB](https://www.grubhub.com/restaurant/hot-jalapeno-219-e-116th-st-new-york/286155),

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Il Cafe Latte",3562,"UGC website","212-222-2241",,"Restaurants/Bars",40.804398,-73.948416,"189 Malcolm X Boulevard, New York, NY 10026 ","Open","Yes","Yes","
","Monday-Sunday 8am-9pm
","### [DOORDASH](https://www.doordash.com/store/il-caffe-latte-new-york-774846/en-US)

",,,"https://www.instagram.com/ilcaffelattenyc/","Restaurant/Bar","no",,"### [DOORDASH](https://www.doordash.com/store/il-caffe-latte-new-york-774846/en-US)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Indian Summer",3563,"UGC website","646-952-0300","https://www.toasttab.com/indian-summer-239-lenox-ave/v3","Restaurants/Bars",40.805897,-73.947318,"239 Malcolm X Boulevard, New York, NY 10027 ","Open","Yes","Yes","Grubhub, Postmates
","Tuesday 5-10 p.m., Wednesday-Sunday 11:30 a.m.-2:30 p.m. & 5-9:30 p.m.
","###  [GRUBHUB](https://www.grubhub.com/restaurant/indian-summer-239-lenox-ave-new-york/1661007?gclid=EAIaIQobChMIs6jzwu_16AIVNfC1Ch1tXwChEAAYAiAAEgJd_vD_BwE&gclsrc=aw.ds), [POSTMATES](https://postmates.com/merchant/indian-summer-harlem-new-york),

",,,"https://www.instagram.com/indian_summer_harlem/","Restaurant/Bar","yes","yes","###  [GRUBHUB](https://www.grubhub.com/restaurant/indian-summer-239-lenox-ave-new-york/1661007?gclid=EAIaIQobChMIs6jzwu_16AIVNfC1Ch1tXwChEAAYAiAAEgJd_vD_BwE&gclsrc=aw.ds), [POSTMATES](https://postmates.com/merchant/indian-summer-harlem-new-york),

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Island Bites Caribbean",3564,"UGC website","646-850-8855",,"Restaurants/Bars",40.791193,-73.939396,"2107 First Avenue, New York, NY 10029 ","Open","Yes","Yes","grubhub, postmates, uber eats
","Tuesday-Saturday 11:30am-8pm, Sunday 11:30am-7pm
","### [GRUBHUB](https://www.grubhub.com/restaurant/island-bites-2107-1st-ave-new-york/1038328), [POSTMATES](https://postmates.com/merchant/island-bites-restaurant-new-york), [UBER EATS](https://www.grubhub.com/restaurant/island-bites-2107-1st-ave-new-york/1038328?gclid=EAIaIQobChMI8dqMj9Tg6AIVF6_ICh30AAxSEAAYAiAAEgISkvD_BwE&gclsrc=aw.ds) 

",true,true,,"Restaurant/Bar","no","n/a","### [GRUBHUB](https://www.grubhub.com/restaurant/island-bites-2107-1st-ave-new-york/1038328), [POSTMATES](https://postmates.com/merchant/island-bites-restaurant-new-york), [UBER EATS](https://www.grubhub.com/restaurant/island-bites-2107-1st-ave-new-york/1038328?gclid=EAIaIQobChMI8dqMj9Tg6AIVF6_ICh30AAxSEAAYAiAAEgISkvD_BwE&gclsrc=aw.ds) 

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Jacob's Soul Food",3565,"Ayana H","212-283-3663",,"Restaurants/Bars",40.821754,-73.943054,"2695 Frederick Douglass Boulevard, New York, NY 10030 ","Open","Yes","No",,"Monday-Sunday 10am-10pm
",,true,true,,"Restaurant/Bar",,,,"2020-08-14","2020-06-15T20:53:30.000Z",,,,,
"Jacob's Soul Food",3566,"Restaurant","212-866-3663","https://www.jacobrestaurant.com/","Restaurants/Bars",40.810309,-73.944016,"373 Malcolm X Boulevard, New York, NY 10027 ","Open","Yes","No",,"Monday-Sunday 10am-10pm
",,true,true,"https://www.instagram.com/jacobsoulfoodrestaurant/","Restaurant/Bar","no","no",,"2020-10-22","2020-06-15T20:53:30.000Z",,,,,
"Jaguar Restaurant",3567,"Restaurant","212-423-9096","https://jaguarrestaurant.com/","Restaurants/Bars",40.793549,-73.94504,"1735 Lexington Avenue, New York, NY 10029 ","Open","Yes","Yes","
","Monday-Sunday 10am-8pm
","### [GRUBHUB](https://www.seamless.com/menu/jaguar-restaurant-1735-lexington-ave-new-york/2033906?gclid=EAIaIQobChMI4Lnks6eC6QIVCJ-fCh3FdAbhEAAYASAAEgKSU_D_BwE&gclsrc=aw.ds)

",true,,"https://www.instagram.com/jaguarrestaurant/","Restaurant/Bar","yes","yes","### [GRUBHUB](https://www.seamless.com/menu/jaguar-restaurant-1735-lexington-ave-new-york/2033906?gclid=EAIaIQobChMI4Lnks6eC6QIVCJ-fCh3FdAbhEAAYASAAEgKSU_D_BwE&gclsrc=aw.ds)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Jin Ramen",3568,"Restaurant","646-559-2862","http://125.jinramen.com/","Restaurants/Bars",40.815486,-73.959056,"3183 Broadway, New York, NY 10027 ","Open","Yes","Yes","in-house, grubhub, doordash, get 10 percent off in-house orders with the code supportjin
","Monday-Sunday 11am-3:30PM, 5PM-9PM
","###  [IN-HOUSE](https://125.jinramen.com/shop/), [GRUBHUB](https://www.grubhub.com/restaurant/jin-ramen-west-harlem-3183-broadway-new-york/319662?gclid=EAIaIQobChMI_cysqb_g6AIVBobICh0QgQitEAAYAiAAEgKaT_D_BwE&gclsrc=aw.ds), [DOORDASH](https://www.doordash.com/store/jin-ramen-new-york-134166/en-US)

",,,"https://www.instagram.com/jinramennyc/","Restaurant/Bar","yes","yes","###  [IN-HOUSE](https://125.jinramen.com/shop/), [GRUBHUB](https://www.grubhub.com/restaurant/jin-ramen-west-harlem-3183-broadway-new-york/319662?gclid=EAIaIQobChMI_cysqb_g6AIVBobICh0QgQitEAAYAiAAEgKaT_D_BwE&gclsrc=aw.ds), [DOORDASH](https://www.doordash.com/store/jin-ramen-new-york-134166/en-US)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Joy Burger Bar",3569,"AH","212-289-6222","https://l.instagram.com/?u=http%3A%2F%2Fjoyburgerbar.com%2F&e=ATPFylyfPj_UeBsFhrtgHDaX6WsBbYL6Q9-HqYEvDF1XETSAQl-ZFntBmSA5walMped_WSekh2hWnhtVUDEgCg&s=1","Restaurants/Bars",40.788454,-73.948722,"1567 Lexington Avenue, New York, NY 10029 ","Open","Yes","Yes","in-house, GRUBHUB, new in-house delivery zone from 79th to 116th streets, fifth avenue to the fdr
","Daily 11 a.m.-10 p.m.	
","### IN-HOUSE, [GRUBHUB](https://www.grubhub.com/restaurant/joy-burger-bar-1567-lexington-ave-new-york/312640)

",,,"https://www.instagram.com/joyburgerbar/","Restaurant/Bar","yes","yes","### IN-HOUSE, [GRUBHUB](https://www.grubhub.com/restaurant/joy-burger-bar-1567-lexington-ave-new-york/312640)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"L.A. Sweets",3570,"Restautant","646-964-5855",,"Restaurants/Bars",40.804213,-73.947621,"192 Malcolm X Boulevard, New York, NY 10026 ","Open","Yes","Yes","grubhub, uber eats, postmates
","Sunday, Wednesday, Thursday, Friday 11am-7pm Friday & Saturday 11am-8pm
","### [GRUBHUB](https://www.grubhub.com/restaurant/la-sweets-ny-192-lenox-ave-new-york/1423990), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/la-sweets-ny-bakery/gqL-psQiQxmSJ532WNKu6Q), [POSTMATES](https://postmates.com/merchant/la-sweets-new-york)

",,,"https://www.instagram.com/lasweetsny/","Restaurant/Bar","no","no","### [GRUBHUB](https://www.grubhub.com/restaurant/la-sweets-ny-192-lenox-ave-new-york/1423990), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/la-sweets-ny-bakery/gqL-psQiQxmSJ532WNKu6Q), [POSTMATES](https://postmates.com/merchant/la-sweets-new-york)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"La Avenida",3571,"Restaurant","212-828-2247",,"Restaurants/Bars",40.795731,-73.935963,"2247 First Avenue, New York, NY 10029 ","Open","Yes","Yes",,"Monday - Sunday 11 a.m.-11 p.m.	
","[ubereats](https://www.ubereats.com/new-york/food-delivery/la-avenida-1st-ave/Dq4t9S-hRHGASOgHyYhuGA/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)
",true,,"https://www.instagram.com/laavenidanyc/","Restaurant/Bar","yes","yes","[ubereats](https://www.ubereats.com/new-york/food-delivery/la-avenida-1st-ave/Dq4t9S-hRHGASOgHyYhuGA/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)
","2020-10-29","2020-06-15T20:53:30.000Z","
",,,,
"La Chula",3572,"Ugc website","646-590-3975","https://www.lachulanyc.com/","Restaurants/Bars",40.79893,-73.941601,"137 East 116th Street, New York, NY 10029 ","Open","Yes","Yes","grubhub, caviar,
","Tuesday-Sunday 12 p.m.-8 p.m
","### [GRUBHUB](https://www.grubhub.com/restaurant/la-chula-137-e-116th-st-new-york/528907), [CAVIAR](https://www.trycaviar.com/m/la-chula-4851?gclid=EAIaIQobChMI1-XOv8-26QIVDa_ICh2T-wSmEAAYASAAEgKe9_D_BwE&mkwid=s9eRB6vVG&pcrid=266395489913&pdv=c&pgrid=42815076927&pkw=%2Bla%20%2Bchula&pmt=b&ptaid=kwd-61075086576&slid=&utm_campaign=restaurant&utm_content=266395489913&utm_matchtype=b&utm_medium=paid_search&utm_mobile=n&utm_network=g&utm_placement=&utm_source=google&utm_term=%2Bla%20%2Bchula)

",true,,"https://www.instagram.com/lachula_nyc/","Restaurant/Bar","yes","yes","### [GRUBHUB](https://www.grubhub.com/restaurant/la-chula-137-e-116th-st-new-york/528907), [CAVIAR](https://www.trycaviar.com/m/la-chula-4851?gclid=EAIaIQobChMI1-XOv8-26QIVDa_ICh2T-wSmEAAYASAAEgKe9_D_BwE&mkwid=s9eRB6vVG&pcrid=266395489913&pdv=c&pgrid=42815076927&pkw=%2Bla%20%2Bchula&pmt=b&ptaid=kwd-61075086576&slid=&utm_campaign=restaurant&utm_content=266395489913&utm_matchtype=b&utm_medium=paid_search&utm_mobile=n&utm_network=g&utm_placement=&utm_source=google&utm_term=%2Bla%20%2Bchula)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"La Fonda Boricua",3573,"UGC website","212-410-7292","http://www.fondaboricua.com/","Restaurants/Bars",40.791958,-73.94499,"169 East 106th Street, New York, NY 10029 ","Open","Yes","Yes","so call to order: GRUBHUB, uber eats
","### Thursday-Friday 3-8 p.m., Saturday Brunch 2-6 p.m., Dinner 6-8 p.m., Sunday Brunch 1-4:30 p.m., Dinner 4:30-8 p.m.

","### [GRUBHUB](https://www.grubhub.com/restaurant/la-fonda-restaurant--tapas-bar-169-e-106th-st-new-york/1089346), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/la-fonda-restaurant-and-tapas-bar/KWog95SsSVCg4sdD9g2Vzw)

",true,,"https://www.instagram.com/fondaboricua/","Restaurant/Bar","yes","no","### [GRUBHUB](https://www.grubhub.com/restaurant/la-fonda-restaurant--tapas-bar-169-e-106th-st-new-york/1089346), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/la-fonda-restaurant-and-tapas-bar/KWog95SsSVCg4sdD9g2Vzw)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"La Lechonera",3574,"UGC website","212-996-1972",,"Restaurants/Bars",40.802697,-73.934096,"256 East 125th Street, New York, NY 10035 ","Open","Yes","Yes","uber eats
","Daily 7 a.m.-7 p.m.
","### [UBER EATS](https://www.ubereats.com/new-york/food-delivery/lechonera-la-isla-restaurant/N0o21UzJTO2ZBCJEIC8BXw)
	
",true,,,"Restaurant/Bar","no","n/a","### [UBER EATS](https://www.ubereats.com/new-york/food-delivery/lechonera-la-isla-restaurant/N0o21UzJTO2ZBCJEIC8BXw)
	
","2020-10-29","2020-06-15T20:53:30.000Z","
",,,,
"La Nostra Pizzeria",3575,"Restaurant","212-360-7453",,"Restaurants/Bars",40.793155,-73.940173,"2146 Second Avenue, New York, NY 10029 ","Open","Yes","Yes"," grubhub, postmates
","Monday-Sunday 10 a.m.-9 p.m
","### [GRUBHUB](https://www.grubhub.com/restaurant/la-nostra-pizza-2146-2nd-ave-new-york/258268), [POSTMATES](https://postmates.com/merchant/la-nostra-pizzeria-new-york)

",,,,"Restaurant/Bar","yes","no","### [GRUBHUB](https://www.grubhub.com/restaurant/la-nostra-pizza-2146-2nd-ave-new-york/258268), [POSTMATES](https://postmates.com/merchant/la-nostra-pizzeria-new-york)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"La Savane",3576,"UGC website","646-490-4644",,"Restaurants/Bars",40.804201,-73.954223,"239 West 116th Street, New York, NY 10026 ","Open","Yes","Yes","Ubereats
","Monday-Sunday 1pm-9pm
","### [UBER EATS](https://www.ubereats.com/new-york/food-delivery/la-savane/l9C2O09ISkSjSSlMV2P55A)

",true,true,,"Restaurant/Bar","no",,"### [UBER EATS](https://www.ubereats.com/new-york/food-delivery/la-savane/l9C2O09ISkSjSSlMV2P55A)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"La Tropezienne Bakery",3577,"Ayana H","212-860-5324",,"Restaurants/Bars",40.792061,-73.938593,"2131 First Avenue, New York, NY 10029 ","Open","Yes","Yes",,"Monday-Sunday 11am-7pm
","### [seamless](https://www.seamless.com/menu/la-tropezienne-bakery-2131-1st-ave-new-york/389042?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [postmates](https://postmates.com/merchant/604b9e2b-f357-45c6-9564-e43fc19ff7fc), [ubereats](https://www.ubereats.com/new-york/food-delivery/la-tropezienne-bakery-east-harlem/EuJK9TReRiynLdUpL-YV6Q/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [grubhub](https://www.grubhub.com/restaurant/la-tropezienne-bakery-2131-1st-ave-new-york/389042?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)

",,,,"Restaurant/Bar",,,"### [seamless](https://www.seamless.com/menu/la-tropezienne-bakery-2131-1st-ave-new-york/389042?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [postmates](https://postmates.com/merchant/604b9e2b-f357-45c6-9564-e43fc19ff7fc), [ubereats](https://www.ubereats.com/new-york/food-delivery/la-tropezienne-bakery-east-harlem/EuJK9TReRiynLdUpL-YV6Q/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [grubhub](https://www.grubhub.com/restaurant/la-tropezienne-bakery-2131-1st-ave-new-york/389042?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)

","2020-10-29","2020-06-15T20:53:30.000Z","
",,,,
"Las Delicias Mexicanas",3578,"ugc website","212-828-3659",,"Restaurants/Bars",40.797363,-73.940127,"2109 Third Avenue, New York, NY 10029 ","Open","Yes","Yes","in-house, grubhub, doordash, postmates
","Monday-Sunday 10 a.m.-10 p.m
","### IN-HOUSE, [GRUBHUB](https://www.grubhub.com/restaurant/delicias-mexicanas-2109-3rd-ave-new-york/286714), [DOORDASH](https://www.doordash.com/store/las-delicias-mexicanas-new-york-221574/en-US), [POSTMATES](https://www.doordash.com/store/las-delicias-mexicanas-new-york-221574/en-US)

",true,,"https://www.instagram.com/las_delicias_mexicanasnyc/","Restaurant/Bar","yes","yes","### IN-HOUSE, [GRUBHUB](https://www.grubhub.com/restaurant/delicias-mexicanas-2109-3rd-ave-new-york/286714), [DOORDASH](https://www.doordash.com/store/las-delicias-mexicanas-new-york-221574/en-US), [POSTMATES](https://www.doordash.com/store/las-delicias-mexicanas-new-york-221574/en-US)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Le Baobab",3579,"UGC website","212-864-4700",,"Restaurants/Bars",40.802335,-73.951183,"120 West 116th Street, New York, NY 10026 ","Open","Yes","Yes","ubereats
","Monday-Sunday 1pm-10pm
","uber eats

",true,true,,"Restaurant/Bar","no",,,"2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Lee Lee's Bakery",3580,"UGC website","917-493-6633",,"Restaurants/Bars",40.805712,-73.954062,"283 West 118th Street, New York, NY 10026 ","Open","Yes","Yes","grubhub
","Monday-Saturday 1pm-6pm
","### [GRUBHUB](https://www.grubhub.com/restaurant/lee-lees-baked-goods-283-w-118th-st-new-york/1482798)

",true,true,,"Restaurant/Bar","no","n/a","### [GRUBHUB](https://www.grubhub.com/restaurant/lee-lees-baked-goods-283-w-118th-st-new-york/1482798)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Lenox Coffee",3581,"UGC website","646-833-7839","https://squareup.com/gift/4DTKE2V7Q0Q6B/order","Restaurants/Bars",40.809964,-73.943208,"60 West 129th Street, New York, NY 10027 ","Open","Yes","Yes","check their instagram for Mondayday-night zoom open mic
","Monday-Sunday 9am-2pm
","[postmates](https://postmates.com/merchant/1c4a383a-8829-4f7f-8479-6ffd678794df)
",,,"https://www.instagram.com/lenoxcoffee/","Restaurant/Bar","yes",,"[postmates](https://postmates.com/merchant/1c4a383a-8829-4f7f-8479-6ffd678794df)
","2020-10-29","2020-06-15T20:53:30.000Z",,"Mess Hall Is a neighborhood bar specializing in craft beer & spirits in a warm environment.  It is the love child of uptown coffee shop moguls Aaron Baird and Karen Cantor (Double Dutch, Chipped Cup, Filtered) and downtown nightlife Singer/Songwriter Shanna Sharp. The three Harlem residents are excited to bring a charming space with rustic cocktails and food in a vibrant and popular area of Harlem.",,,
"Lenox Saphire",3582,"UGC website","212-866-9700","https://www.lenoxsaphireharlem.com/","Restaurants/Bars",40.809379,-73.94483,"341 Malcolm X Boulevard, New York, NY 10027 ","Open","Yes","Yes","Grubhub, Uber Eats
",,"###  [GRUBHUB](https://www.grubhub.com/restaurant/lenox-saphire-341-lenox-ave-new-york/389670), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/lenox-saphire-harlem/4PLCsr8aQmmTJ5K0tn9LJA)

",true,true,"https://www.instagram.com/lenox.saphire.harlem/","Restaurant/Bar","no",,"###  [GRUBHUB](https://www.grubhub.com/restaurant/lenox-saphire-341-lenox-ave-new-york/389670), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/lenox-saphire-harlem/4PLCsr8aQmmTJ5K0tn9LJA)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Levain Bakery Harlem",3583,"UGC website","917-464-3789","https://levainbakery.com/shop","Restaurants/Bars",40.805129,-73.95539,"2167 Frederick Douglass Boulevard, New York, NY 1002","Open","Yes","Yes","
CAVIAR OR YOU CAN ALSO GET THEM SHIPPED
","Monday- Saturday 8am-7pm, Sunday 8am-9pm, Sunday 8am-9pm
","### INHOUSE, [DOORDASH](https://www.doordash.com/store/levain-bakery-new-york-704354/en-US/?utm_campaign=gpa), [CAVIAR](https://www.trycaviar.com/m/levainbakery--harlem-11410) _OR YOU CAN ALSO [GET THEM SHIPPED](https://www.trycaviar.com/m/levainbakery--harlem-11410)_

",,,"https://www.instagram.com/levainbakery/","Restaurant/Bar","no","n/a","### INHOUSE, [DOORDASH](https://www.doordash.com/store/levain-bakery-new-york-704354/en-US/?utm_campaign=gpa), [CAVIAR](https://www.trycaviar.com/m/levainbakery--harlem-11410) _OR YOU CAN ALSO [GET THEM SHIPPED](https://www.trycaviar.com/m/levainbakery--harlem-11410)_

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Lexington Pizza Parlour & Harlem Baking Co",3584,"UGC website","(212) 722-7850","https://www.lexingtonpizzaparlour.com/","Restaurants/Bars",40.789283,-73.948734,"1590 Lexington Avenue, New York, NY 10029 ","Open","Yes","Yes","in-house, GRUBHUB, uber eats, delivery.com, slice, 15% off first order placed via restaurant website
","Monday - Sunday 11:30 a.m. - 10 p.m.	
","### IN-HOUSE, [GRUBHUB](https://www.grubhub.com/restaurant/lexington-pizza-parlour-1590-lexington-ave-new-york/302102), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/lexington-pizza-parlour-ues/CW5bnbzlRRmzStLXFv4ioQ?promo=de5ddd46-3c36-4e62-80d5-8bc8a5dcba0e), [DELIVERY.COM](https://www.delivery.com/cities/nyc/categories/restaurant/lexington-pizza-parlour?address=&orderTime=ASAP&orderType=delivery), [SLICE](https://slicelife.com/restaurants/ny/new-york/10029/lexington-pizza-parlour/menu)

",,,"https://www.instagram.com/lexpizzaparlour/","Restaurant/Bar","yes","yes","### IN-HOUSE, [GRUBHUB](https://www.grubhub.com/restaurant/lexington-pizza-parlour-1590-lexington-ave-new-york/302102), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/lexington-pizza-parlour-ues/CW5bnbzlRRmzStLXFv4ioQ?promo=de5ddd46-3c36-4e62-80d5-8bc8a5dcba0e), [DELIVERY.COM](https://www.delivery.com/cities/nyc/categories/restaurant/lexington-pizza-parlour?address=&orderTime=ASAP&orderType=delivery), [SLICE](https://slicelife.com/restaurants/ny/new-york/10029/lexington-pizza-parlour/menu)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Lighthouse Fish Market",3585,"Instagram","212-203-2241","https://l.instagram.com/?u=http%3A%2F%2Fwww.lighthousefishmarket.com%2F&e=ATMU1Ib-CcvDNw_yauomc-P2nKutjdAmRV_W4OJJRk6vQSxIp6J_Izn6PR-aBsR1QwpOgb49qFEqT4XFhTObMw&s=1","Restaurants/Bars",40.814307,-73.948507,"2451 Frederick Douglass Boulvard, New York, NY 10027 ","Open","Yes","Yes","accepting walk-in orders only (no phone orders)
","Monday - Sunday 11:30am - 11:30pm

","### [UBEREATS](https://www.ubereats.com/new-york/food-delivery/lighthouse-fishmarket/Ci4-q9BzSoOX5fm2X0Zhzw?utm_campaign=place-action-link&utm_medium=organic&utm_source=google)

",true,true,"https://www.instagram.com/lighthousefishmarket/","Restaurant/Bar","no","no","### [UBEREATS](https://www.ubereats.com/new-york/food-delivery/lighthouse-fishmarket/Ci4-q9BzSoOX5fm2X0Zhzw?utm_campaign=place-action-link&utm_medium=organic&utm_source=google)

","2020-10-29","2020-06-15T20:53:30.000Z","
",,,,
"Lloyd's Carrot Cake & Joosed by Lloyd's",3586,"UGC website","(212) 831-9156","https://www.lloydscarrotcake.com/","Restaurants/Bars",40.787867,-73.949174,"1553 Lexington Avenue, New York, NY 10029 ","Open","Yes","No",,"Monday-Friday 9 a.m.-5 p.m., Saturday-Sunday 10 a.m.-5 p.m.
",,true,true,"https://www.instagram.com/lloydscarrotcake/","Restaurant/Bar","no","n/a",,"2020-10-13","2020-06-15T20:53:30.000Z",,,,,
"Lolo's Seafood Shack",3587,"Restaurant","646-649-3356",,"Restaurants/Bars",40.804817,-73.955695,"303 West 116th Street, New York, NY 10026 ","Open","Yes","Yes","Grubhub, Seamless, Postmates, Delivery.com, Uber Eats
","Tuesday-Thursday 12-10 p.m., Friday-Saturday 12 -10:30 p.m., Sunday 12-9 p.m.
","### [GRUBHUB](https://www.grubhub.com/restaurant/lolos-seafood-shack-303-w-116th-st-new-york/299281?utm_campaign=place-action-link&utm_medium=organic&utm_source=google), [SEAMLESS](https://www.seamless.com/menu/lolos-seafood-shack-303-w-116th-st-new-york/299281?utm_campaign=place-action-link&utm_medium=organic&utm_source=google), [POSTMATES](https://postmates.com/merchant/lolos-seafood-shack-new-york?client=customer.web&version=3.0.0), [DELIVERY.COM](https://www.delivery.com/cities/nyc/categories/restaurant/lolos-seafood-shack?address=&utm_campaign=places_order_now_btn&utm_medium=list&utm_source=google), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/lolos-seafood-shack-harlem/O4HW7CNTQ_2V-tCzia9cPQ)

",true,true,"https://www.instagram.com/lolosshacks/","Restaurant/Bar","yes","no","### [GRUBHUB](https://www.grubhub.com/restaurant/lolos-seafood-shack-303-w-116th-st-new-york/299281?utm_campaign=place-action-link&utm_medium=organic&utm_source=google), [SEAMLESS](https://www.seamless.com/menu/lolos-seafood-shack-303-w-116th-st-new-york/299281?utm_campaign=place-action-link&utm_medium=organic&utm_source=google), [POSTMATES](https://postmates.com/merchant/lolos-seafood-shack-new-york?client=customer.web&version=3.0.0), [DELIVERY.COM](https://www.delivery.com/cities/nyc/categories/restaurant/lolos-seafood-shack?address=&utm_campaign=places_order_now_btn&utm_medium=list&utm_source=google), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/lolos-seafood-shack-harlem/O4HW7CNTQ_2V-tCzia9cPQ)

","2020-10-29","2020-06-15T20:53:30.000Z",,"Leticia Skai Young & Raymond Mohan",,,
